success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,condition,first_question_page,response,stimulus,item_type,question_order,file_name
NA,3557,html-button-response,2,2.0.0,15712,pd5emc8vksj,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
NA,43724,html-button-response,3,2.0.0,59438,pd5emc8vksj,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
NA,4447,survey-likert,4,2.0.0,63887,pd5emc8vksj,moral,justin,"{""manipulation_check_justin"":5,""manipulation_check_nate"":2}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
NA,36217,survey-likert,5,2.0.0,100107,pd5emc8vksj,moral,justin,"{""justin-conflicted"":6,""justin-deep"":5,""justin-principles"":5,""justin-calm"":3,""justin-reservations"":1,""justin-upset"":0,""justin-certain"":4,""justin-far"":1,""justin-standards"":1}",NA,NA,"[0,5,4,7,1,8,2,3,6]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
NA,25092,survey-likert,6,2.0.0,125202,pd5emc8vksj,moral,justin,"{""nate-principles"":5,""nate-reservations"":6,""nate-conflicted"":1,""nate-deep"":5,""nate-far"":3,""nate-certain"":1,""nate-calm"":1,""nate-standards"":1,""nate-upset"":0}",NA,NA,"[4,1,0,5,3,2,7,6,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
NA,33366,survey-text,7,null,158576,pd5emc8vksj,moral,justin,"{""Q0"":""Moral decisions based on speed and reaction time"",""Q1"":""Nate"",""Q2"":""I wouldve taken my time making decisions too"",""Q3"":""""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
TRUE,1448,fullscreen,0,null,2456,pdd824g8un2,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
NA,9094,survey-html-form,1,2.0.0,11551,pdd824g8un2,moral,justin,"{""pid"":""A1789315"",""age"":""26"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
NA,2909,html-button-response,2,2.0.0,14462,pdd824g8un2,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
NA,48605,html-button-response,3,2.0.0,63068,pdd824g8un2,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
NA,8891,survey-likert,4,2.0.0,71961,pdd824g8un2,moral,justin,"{""manipulation_check_nate"":6,""manipulation_check_justin"":1}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
NA,45218,survey-likert,5,2.0.0,117181,pdd824g8un2,moral,justin,"{""justin-far"":6,""justin-certain"":3,""justin-principles"":5,""justin-standards"":5,""justin-deep"":6,""justin-calm"":4,""justin-upset"":4,""justin-reservations"":1,""justin-conflicted"":2}",NA,NA,"[3,2,4,6,5,7,8,1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
NA,66375,survey-likert,6,2.0.0,183558,pdd824g8un2,moral,justin,"{""nate-deep"":6,""nate-upset"":0,""nate-certain"":0,""nate-reservations"":5,""nate-far"":2,""nate-conflicted"":1,""nate-standards"":4,""nate-principles"":4,""nate-calm"":2}",NA,NA,"[5,8,2,1,3,0,6,4,7]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
NA,152263,survey-text,7,null,335828,pdd824g8un2,moral,justin,"{""Q0"":""Wether the speed of a decision impacts people's view of how moral somebody is"",""Q1"":""Justin"",""Q2"":""I would probably just return it without thinking. However, I also believe people sometimes make the morally correct decision quickly in order to not be tempted to make a morally incorrect decision."",""Q3"":""no""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pdd824g8un2_1732224067347.csv
TRUE,2249,fullscreen,0,null,3272,peujpfta69z,moral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
NA,17595,survey-html-form,1,2.0.0,20872,peujpfta69z,moral,nate,"{""pid"":""A16486413"",""age"":""22"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
NA,1404,html-button-response,2,2.0.0,22280,peujpfta69z,moral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
NA,1342,html-button-response,3,2.0.0,23625,peujpfta69z,moral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
NA,4231,survey-likert,4,2.0.0,27860,peujpfta69z,moral,nate,"{""manipulation_check_nate"":6,""manipulation_check_justin"":6}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
NA,18088,survey-likert,5,2.0.0,45955,peujpfta69z,moral,nate,"{""nate-far"":4,""nate-deep"":5,""nate-calm"":4,""nate-certain"":3,""nate-upset"":5,""nate-reservations"":4,""nate-conflicted"":6,""nate-principles"":3,""nate-standards"":3}",NA,NA,"[3,5,7,2,8,1,0,4,6]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
NA,14101,survey-likert,6,2.0.0,60062,peujpfta69z,moral,nate,"{""justin-deep"":0,""justin-upset"":0,""justin-far"":0,""justin-standards"":0,""justin-certain"":0,""justin-calm"":0,""justin-conflicted"":0,""justin-reservations"":0,""justin-principles"":0}",NA,NA,"[5,8,3,6,2,7,0,1,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
NA,18649,survey-text,7,null,78732,peujpfta69z,moral,nate,"{""Q0"":"""",""Q1"":""""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/peujpfta69z_1732221412362.csv
TRUE,5331,fullscreen,0,null,6335,pfbn4mxo94a,moral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
NA,11830,survey-html-form,1,2.0.0,18165,pfbn4mxo94a,moral,nate,"{""pid"":""panda"",""age"":""28"",""gender"":""Other""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
NA,916,html-button-response,2,2.0.0,19083,pfbn4mxo94a,moral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
NA,4678,html-button-response,3,2.0.0,23763,pfbn4mxo94a,moral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
NA,6336,survey-likert,4,2.0.0,30100,pfbn4mxo94a,moral,nate,"{""manipulation_check_justin"":4,""manipulation_check_nate"":4}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
NA,37848,survey-likert,5,2.0.0,67953,pfbn4mxo94a,moral,nate,"{""nate-calm"":4,""nate-principles"":3,""nate-far"":3,""nate-certain"":4,""nate-deep"":3,""nate-conflicted"":4,""nate-standards"":3,""nate-reservations"":4,""nate-upset"":4}",NA,NA,"[7,4,3,2,5,0,6,1,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
NA,31762,survey-likert,6,2.0.0,99710,pfbn4mxo94a,moral,nate,"{""justin-calm"":4,""justin-conflicted"":4,""justin-upset"":4,""justin-certain"":4,""justin-far"":4,""justin-standards"":3,""justin-deep"":3,""justin-reservations"":4,""justin-principles"":3}",NA,NA,"[7,0,8,2,3,6,5,1,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
NA,29781,survey-text,7,null,129488,pfbn4mxo94a,moral,nate,"{""Q0"":""Moral Principals"",""Q1"":""Neither"",""Q2"":""N/A"",""Q3"":""No""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pfbn4mxo94a_1732498551765.csv
TRUE,1775,fullscreen,0,null,2787,pgcxacby2mb,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
NA,8904,survey-html-form,1,2.0.0,11693,pgcxacby2mb,moral,justin,"{""pid"":""turtle"",""age"":""20"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
NA,9643,html-button-response,2,2.0.0,21337,pgcxacby2mb,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
NA,37713,html-button-response,3,2.0.0,59052,pgcxacby2mb,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
NA,11229,survey-likert,4,2.0.0,70285,pgcxacby2mb,moral,justin,"{""manipulation_check_nate"":0,""manipulation_check_justin"":6}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
NA,50644,survey-likert,5,2.0.0,120932,pgcxacby2mb,moral,justin,"{""justin-certain"":0,""justin-principles"":6,""justin-standards"":6,""justin-upset"":0,""justin-calm"":6,""justin-conflicted"":6,""justin-reservations"":0,""justin-far"":0,""justin-deep"":6}",NA,NA,"[2,4,6,8,7,0,1,3,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
NA,50250,survey-likert,6,2.0.0,171186,pgcxacby2mb,moral,justin,"{""nate-standards"":3,""nate-principles"":3,""nate-conflicted"":0,""nate-deep"":6,""nate-reservations"":6,""nate-calm"":2,""nate-certain"":5,""nate-far"":6,""nate-upset"":0}",NA,NA,"[6,4,0,5,1,7,2,3,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
NA,35872,survey-text,7,null,207073,pgcxacby2mb,moral,justin,"{""Q0"":""how we read morals"",""Q1"":""justin"",""Q2"":""because i would make the same decision "",""Q3"":""no""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pgcxacby2mb_1732222565085.csv
TRUE,8481,fullscreen,0,null,9485,phndlbb4rlg,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
NA,6346,survey-html-form,1,2.0.0,15834,phndlbb4rlg,moral,justin,"{""pid"":""A16995566"",""age"":""21"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
NA,6163,html-button-response,2,2.0.0,21999,phndlbb4rlg,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
NA,22899,html-button-response,3,2.0.0,44900,phndlbb4rlg,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
NA,6514,survey-likert,4,2.0.0,51417,phndlbb4rlg,moral,justin,"{""manipulation_check_nate"":0,""manipulation_check_justin"":5}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
NA,55783,survey-likert,5,2.0.0,107202,phndlbb4rlg,moral,justin,"{""justin-conflicted"":6,""justin-certain"":1,""justin-deep"":6,""justin-upset"":0,""justin-calm"":6,""justin-far"":6,""justin-reservations"":5,""justin-standards"":6,""justin-principles"":5}",NA,NA,"[0,2,5,8,7,3,1,6,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
NA,51164,survey-likert,6,2.0.0,158369,phndlbb4rlg,moral,justin,"{""nate-conflicted"":0,""nate-upset"":1,""nate-reservations"":6,""nate-principles"":5,""nate-certain"":4,""nate-calm"":2,""nate-deep"":6,""nate-standards"":5,""nate-far"":3}",NA,NA,"[0,8,1,4,2,7,5,6,3]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
NA,170666,survey-text,7,null,329035,phndlbb4rlg,moral,justin,"{""Q0"":""I think this experiment is about with a short amount of details and information, how much can we infer of the overall principles and morality of each character from an action or observable task "",""Q1"":""Nate"",""Q2"":""I relate to Nate the most as there is a bit of a selfish trait of wanting to benefit of oneself rather than benefiting others, but I do see that Nate deep down did want to do the right thing and is more thoughtful on his decisions."",""Q3"":""I think the scale for sliders was a little inconsistent with changes in high to low depending on the question and that the position of each question caught me off guard when it changed.""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/phndlbb4rlg_1732223421133.csv
TRUE,3130,fullscreen,0,null,4149,pj6cfmw88u4,immoral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
NA,17111,survey-html-form,1,2.0.0,21267,pj6cfmw88u4,immoral,justin,"{""pid"":""A16486413"",""age"":""22"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
NA,1130,html-button-response,2,2.0.0,22401,pj6cfmw88u4,immoral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
NA,1438,html-button-response,3,2.0.0,23842,pj6cfmw88u4,immoral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
NA,5527,survey-likert,4,2.0.0,29373,pj6cfmw88u4,immoral,justin,"{""manipulation_check_justin"":6,""manipulation_check_nate"":0}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
NA,44759,survey-likert,5,2.0.0,74138,pj6cfmw88u4,immoral,justin,"{""justin-calm"":6,""justin-upset"":0,""justin-standards"":6,""justin-principles"":0,""justin-reservations"":0,""justin-certain"":6,""justin-conflicted"":0,""justin-far"":6,""justin-deep"":0}",NA,NA,"[7,8,6,4,1,2,0,3,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
NA,20676,survey-likert,6,2.0.0,94819,pj6cfmw88u4,immoral,justin,"{""nate-principles"":4,""nate-certain"":3,""nate-standards"":4,""nate-calm"":3,""nate-far"":4,""nate-reservations"":3,""nate-upset"":5,""nate-conflicted"":2,""nate-deep"":4}",NA,NA,"[4,2,6,7,3,1,8,0,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
NA,7284,survey-text,7,null,102123,pj6cfmw88u4,immoral,justin,"{""Q0"":""N/A"",""Q1"":""N/A""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj6cfmw88u4_1732220947207.csv
TRUE,1518,fullscreen,0,null,2527,pj7y31pyyo0,immoral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
NA,14830,survey-html-form,1,2.0.0,17366,pj7y31pyyo0,immoral,justin,"{""pid"":""Heron"",""age"":""24"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
NA,4274,html-button-response,2,2.0.0,21643,pj7y31pyyo0,immoral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
NA,63131,html-button-response,3,2.0.0,84776,pj7y31pyyo0,immoral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
NA,16672,survey-likert,4,2.0.0,101451,pj7y31pyyo0,immoral,justin,"{""manipulation_check_nate"":4,""manipulation_check_justin"":1}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
NA,56484,survey-likert,5,2.0.0,157936,pj7y31pyyo0,immoral,justin,"{""justin-conflicted"":6,""justin-certain"":4,""justin-principles"":1,""justin-calm"":3,""justin-upset"":5,""justin-standards"":1,""justin-reservations"":0,""justin-far"":0,""justin-deep"":2}",NA,NA,"[0,2,4,7,8,6,1,3,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
NA,68314,survey-likert,6,2.0.0,226251,pj7y31pyyo0,immoral,justin,"{""nate-calm"":0,""nate-deep"":6,""nate-upset"":3,""nate-principles"":4,""nate-certain"":6,""nate-conflicted"":0,""nate-reservations"":5,""nate-standards"":5,""nate-far"":6}",NA,NA,"[7,5,8,4,2,0,1,6,3]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
NA,65848,survey-text,7,null,292103,pj7y31pyyo0,immoral,justin,"{""Q0"":""Moral standing "",""Q1"":""Nate"",""Q2"":""Wanting to do the right thing but choosing not too, also the anxiety of making the right decision. "",""Q3"":""No :)""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pj7y31pyyo0_1732221623583.csv
TRUE,1261,fullscreen,0,null,2268,plzgly86wcc,moral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
NA,7690,survey-html-form,1,2.0.0,9960,plzgly86wcc,moral,nate,"{""pid"":""flamingo"",""age"":""21"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
NA,6277,html-button-response,2,2.0.0,16239,plzgly86wcc,moral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
